ISBN,Book-Title,Book-Author
0450588866,Dolores Claiborne,Stephen King
0312265719,The Day I Went Missing,Jennifer Miller
0374281866,My Garden Book,Jamaica Kincaid
0385335164,The Coalwood Way,Homer Hickam
8420646334,Mi Cristina/El Mar/My Christina/the Sea,Merce Rodoreda
8401479460,Guardias! Guardias?,Terry Pratchett
0060085495,Island (Perennial Classics),Aldous Huxley
0192835084,The Adventures of Sherlock Holmes (Oxford World's Classics),Sir Arthur Conan Doyle
0312194722,Popcorn : A Novel,Ben Elton
0486282147,The Hound of the Baskervilles (Dover Thrift Editions),Sir Arthur Conan Doyle
2070370291,"Kiss, kiss",Roald Dahl
0060013117,Night Watch,Terry Pratchett
0061020664,Wyrd Sisters (Discworld Novels (Paperback)),Terry Pratchett
0061091456,Bones: A Forensic Detective's Casebook,"Douglas, Dr. Ubelaker"
0070657599,Bare Bones: Conversations on Terror With Stephen King,Stephen King
0140183515,Just So Stories (Penguin Twentieth-Century Classics),Rudyard Kipling
0140431179,"The Strange Case of Dr. Jekyll and Mr. Hyde, and Other Stories (The Penguin English Library)",Robert Louis Stevenson
0151004358,The Unstrung Harp,Edward Gorey
031205825X,A Body to Dye For : A Mystery (Stonewall Inn Mystery),Grant Michaels
0312088418,Love You to Death (Stonewall Inn Mystery),Grant Michaels
031209924X,To Hatred Turned: A True Story of Love and Death in Texas,Ken Englade
0312194560,Girl Walking Backwards,Bett Williams
0375704833,"You're an Animal, Viskovitz! (Vintage International (Paperback))",Alessandro Boffa
0380699176,"100 Great Fantasy Short, Short Stories",Isaac Asimov
0380821214,Eric (Discworld Novels (Paperback)),Terry Pratchett
0425103536,The Mysterious Mr. Quin (Hercule Poirot Mysteries (Paperback)),Agatha Christie
0425107078,Night Visions: The Hellbound Heart,George R.R. Martin
0440168899,Ruling Passion,Reginald Hill
0446606022,Bad Chili,Joe R. Lansdale
0452273374,Father of Frankenstein,Christopher Bram
0517799529,Dave Barry's Gift Guide to End All Gift Guides,Dave Barry
0525947531,The Ig Nobel Prizes: The Annals of Improbable Research,Marc Abrahams
0671778129,MY CROWD,Charles Addams
0679742301,Ripley Under Ground (Vintage Crime/Black Lizard),Patricia Highsmith
0688171281,Misadventures in the (213),Dennis Hensley
0786016124,Risen,J. Knight
0804107149,Ordinary Love and Good Will,Jane Smiley
0822218275,The Book of Liz,David Sedaris
0836217373,Clues For The Clueless,Scott Adams
0920236162,Paper Bag Princess (Munsch for Kids),Robert Munsch
0930193334,Love &amp; Rockets: Heartbreak Soup,Jaime Hernandez
1555835279,Two Gentlemen Sharing,William Corlett
1560231858,Metes and Bounds (Southern Tier),Jay Quinn
1561632287,"The Fatal Bullet: The True Account of the Assassination, Lingering Pain, Death, and Burial of James A. Garfield, Twentieth President of the United States (Treasury of Victorian Murder (Paperback))",Rick Geary
1569714614,Buffy the Vampire Slayer: Crash Test Demons,Andi Watson
156971634X,Murder Mysteries,P. Craig Russell
1585671169,Bending the Landscape: Horror (Bending the Landscape; Original Gay and Lesbian Writing (Hardcover)),Nicola Griffith
1591823269,Fake (Fake),Sanami Matoh
185326119X,The Jungle Book (Wordsworth Collection),Rudyard Kipling
0439101352,Pride and Prejudice (Scholastic Classics),Jane Austen
0786866314,Relationship Rescue: A Seven Step Strategy for Reconnecting with Your Partner,Phil McGraw
1853261777,Portrait of a Lady (Wordsworth Classics),James
0553089234,Survival of the Fittest (Alex Delaware Novels (Hardcover)),Jonathan Kellerman
1573220051,Katherine,Anchee Min
0345304225,Spell for Chameleon Xanth,Piers Anthony
0937295043,Meet Samantha: An American Girl (American Girls Collection (Paper)),Susan S. Adler
0330349678,With Nails the Film Diaries of Richard E,Richard E Grant
0413650103,"Adrian Mole, the wilderness years",Sue Townsend
0552995274,A Year Near Proxima Centauri,Michael Martin
0552998036,Things Can Only Get Better: Eighteen Miserable Years in the Life of a Labour Supporter,John O'Farrell
0380016699,Your Erroneous Zones,Wayne W. Dyer
0425097269,Shadowland,Peter Straub
0446364916,Bloodline,Sidney Sheldon
0553230212,Parsifal Mosaic,Robert Ludlum
0394580702,Devices and Desires,P. D. James
0767901576,Awakening the Buddha Within : Tibetan Wisdom for the Western World,Surya Das
1587170256,The Magic City,E. Nesbit
0689711735,"Alexander And The Terrible, Horrible, No Good, Very Bad Day",Judith Viorst
0688169724,The Last Manly Man : A Robin Hudson Mystery (Robin Hudson Mysteries (Paperback)),Sparkle Hayter
0060525460,The Beachcomber,Josephine Cox
0425174816,My Fair Lord,Julie Beard
0425196453,The Marriage Test,Betina Krahn
0446612901,The Kingmaker,Brian Haig
0778320111,Suburban Renewal,Pamela Morsi
1551667398,The Bad Witness,Laura Van Wormer
0553378260,Rita Will: Memoir of a Literary Rabble-Rouser,Rita Mae Brown
1555972608,"If You Want to Write: A Book About Art, Independence and Spirit",Brenda Ueland
0061057088,Voyage,Stephen Baxter
0340786051,One Hundred Ways for a Cat to Train Its Human,Celia Haddon
0345313895,Caves of Steel,Isaac Asimov
0553262149,Emily Climbs,L.M. MONTGOMERY
0764224425,Oxygen,Randall Ingermanson
0785282475,Only Angels Can Wing It The Rest Of Us Have To Practice,Liz Curtis Higgs
0800756940,Just Hand over the Chocolate and No One Will Get Hurt,Karen Scalf Linamen
1564767868,Winterflight: A Novel,Joseph Bayly
1565075331,A Woman After God's Own Heart,Elizabeth George
1576736563,Three Weddings and a Giggle,Liz Curtis Higgs
157673787X,Visioneering : God's Blueprint for Developing and Maintaining Vision,Andy Stanley
157856512X,Thorn in My Heart,LIZ CURTIS HIGGS
0374413312,Comet in Moominland : Can Moomintroll save his beloved valley?,Tove Jansson
0375758615,Mapping the Edge : A Novel,SARAH DUNANT
1573222623,Drinking Coffee Elsewhere (Today Show Book Club #11),ZZ Packer
0446612928,The Rules of Silence,David Lindsey
0060562773,A Girl's Best Friend,Elizabeth Young
0373835515,Impetuous,Lori Foster
0440212804,Kid Calhoun,Joan Johnston
0440235480,"Rough Wrangler, Tender Kisses",Jill Gregory
0440236746,Bridal Favors,Connie Brockway
0505525445,Sleepless in Savannah,Rita Herron
0821749528,Dear Emily,Fern Michaels
0966067630,Sluggy Freelance: Worship the Comic (Book 2),Peter Abrams
192946200X,Sluggy Freelance: When Holidays Attack! (Book 3),Peter Abrams
1929462093,Sluggy Freelance: Game Called on Account of Naked Chick (Book 4),Pete Abrams
1929462239,"Sluggy Freelance: Yippy Skippy, the Evil! (Book 5)",Pete Abrams
1929462379,"Bug, Witch and the Robot",Pete Abrams
1551668971,Hurricane Bay,Heather Graham
0425133559,Patriot's Dream,Barbara Michaels
0452281091,Chang and Eng: A Novel,Darin Strauss
0553574787,Death at Windsor Castle (Her Majesty Investigates),C. C. Benison
0670878812,Riven Rock,T. C. Boyle
0671869205,Truman,David McCullough
0812570227,Cat in a Leopard Spot : A Midnight Louie Mystery (A Midnight Louie Mystery),Carole Nelson Douglas
0373262469,Girl With The Phony Name,Charles Mathes
0446677035,"The Hot Rock (Westlake, Donald E. Dortmunder Series.)",Donald E. Westlake
0060901012,Brave New World &amp; Brave New World Revisited,Aldous Huxley
0140112502,The Widow's Mite and Other Stories (Contemporary American Fiction),Ferrol Sams
034531607X,Oral History,Lee Smith
0380705192,Under the Lake,Stuart Woods
0440204275,Killing Time in St. Cloud,Judith Guest
0446323861,City of Joy,Dominique Lapierre
0553050680,Jitterbug Perfume,Tom Robbins
0553227750,Clan of the Cave Bear,Jean Auel
0671792253,CLASS : A GUIDE THROUGH THE AMERICAN STATUS SYSTEM,Paul Fussell
067972267X,A Pale View of Hills (Vintage International),Kazuo Ishiguro
0679726012,Innumeracy: Mathematical Illiteracy and Its Consequences,John Allen Paulos
0804115486,Enigma,Robert Harris
0931948665,Elvis Is Dead and I Don't Feel So Good Myself,Lewis Grizzard
0688167535,The Gazebo,Emily Grayson
0812589831,People of the Owl (First North Americans),Kathleen O'Neal Gear
0060182687,Power of a Woman,Barbara Taylor Bradford
0671024914,Seven of Nine (Star Trek: Voyager),Christie Golden
0671520466,"Violations (Star Trek Voyager, No 4)",Susan Wright
0394521110,The Parsifal Mosaic,Robert Ludlum
0888994168,Breadwinner,Deborah Ellis
0743423585,Suspicious Origin : A Novel,Patricia MacDonald
0373227396,"Unmarked Man : Bachelors at Large (Harlequin Intrigue, 739)",Darlene Scalera
0373227639,"Behind the Shield (Harlequin Intrigue, No. 763)",Sheryl Lynn
0380727021,"Come and Go, Molly Snow",Mary Ann Taylor-Hall
0380809354,Cold Is the Grave : A Novel of Suspense,Peter Robinson
185326122X,The Wind in the Willows (Wordsworth Collection),K. Grahame
0373711190,"Kelton's Rules  (You, Me &amp; the Kids)",Peggy Nicholson
0684815672,CLOUD CHAMBER : A Novel,Michael Dorris
0380800586,The Houdini Specter : A Harry Houdini Mystery (Harry Houdini Mysteries),Daniel Stashower
0553269704,All Things Bright and Beautiful,James Herriot
0553582208,Uncatalogued (Booklover's Mysteries),Julie Kaewert
0849944287,The Key To Personal Peace,Billy Graham
0449206246,The Wheel of Fortune,Susan Howatch
0743204700,An Accidental Woman : A Novel,Barbara Delinsky
1401301193,Gotham Diaries: A Novel,Tonya Lewis Lee
0091867908,Playing the Moldovans at Tennis,Tony Hawks
034543885X,Redemption Song,Bertice Berry
034545197X,"Saving Milly: Love, Politics, and Parkinson's Disease (Ballantine Reader's Circle)",Morton Kondracke
0449001504,The Wonder Worker (Ballantine Reader's Circle),SUSAN HOWATCH
0743245458,"The Big Year : A Tale of Man, Nature, and Fowl Obsession",Mark Obmascik
0783549377,Home Wisdom: A Commonsense Guide to Solving Everyday Problems (Old Farmer's Almanac),Jon Vara
0345325222,Ride the Wind,LUCIA ST CLAIR ROBSON
0020427115,The White Mountains (Tripods (Library)),John Christopher
0141311274,The Giraffe and the Pelly and Me (Young Puffin Read Alone S.),Roald Dahl
0688166776,The Wonderful Wizard of Oz (Books of Wonder),L. Frank Baum
0763619612,The Dot,Peter H. Reynolds
8401427207,Monte Sinai,Jose Luis Sampedro
840309289X,Cuando Comer es un Infierno: Confesiones de una BulÃ­mica,Espido Freire
8420439193,Rebeldes,Susan E. Hinton
8427931204,Veva/Veva,Carmen Kurtz
8495359537,Sin Destino,Imre Kertesz
9500723832,El Libro Negro de Las Grandes Marcas,Hans Weiss
0192833545,Wuthering Heights (Oxford World's Classics),Emily Bronte
0399151729,A Royal Duty,Paul Burrell
1575663740,A Pedigree to Die for,Laurien Berenson
006081246X,"That Quail, Robert",Margaret Stanger
0140230270,Harvesting the Heart,Jodi Picoult
0345331486,Hell's Angels,H. S. Thompson
0385267134,The Volcano Lover: A Romance,Susan Sontag
0385313861,Going Native,STEPHEN WRIGHT
0394717406,Out of Africa,Isak Dinesen
0394861027,It's Not Easy Being a Bunny (I Can Read It All By Myself),Marilyn Sadler
0449217183,The Middleman and Other Stories,Bharati Mukherjee
0451131185,On the Road,Jack Kerouac
0571129455,I Know Some Things: Stories About Childhood by Contemporary Writers,Lorrie Moore
067145806X,DEANS DEC,Bellow
0671633198,SOMEBODY'S DARLING (A Touchstone Book),Larry McMurtry
0671656767,Into Love and Out Again,Elinor Lipman
0671661426,3RD LIFE G COPELND,Alice Walker
0679727132,All the Right Places (Vintage Departures),Brad Newsham
0802134092,On Love,Alain de Botton
0872860744,Notes of a Dirty Old Man,Charles Bukowski
1583940286,A Child's Life and Other Stories,Phoebe Louise Adams Gloeckner
0441646611,Cat-A-Lyst,Alan Dean Foster
0452266238,The Womanly Art of Breastfeeding: 35th Anniversary Edition,La Leche League International
0061094471,The Distinguished Guest,Sue Miller
0425098729,Morgans Passing,Anne Tyler
0520216202,"Asphalt Nation: How the Automobile Took over America, and How We Can Take It Back",Jane Holtz Kay
0671888250,Geography Of Nowhere: The Rise And Declineof America'S Man-Made Landscape,James Howard Kunstler
0525944370,American Dreams,John Jakes
0892749482,Enjoying Where You Are on the Way to Where You Are Going,Joyce Meyer
0060509163,The Gilmore Girls: Other Side of Summer (Gilmore Girls),Amy Sherman-Palladino
0312958706,Slave Girls (St. Martin's True Crime Library),Wensley Clarkson
044022831X,Love and Other Four-Letter Words (Laurel-Leaf Books),Carolyn Mackler
0140014845,Lady Chatterley's Lover,D.H. Lawrence
0425058603,For Special Services,John Gardner
0553251724,Gambit,Rex Stout
0451193237,Omega,Patrick Lynch
0679418334,God : A Biography,JACK MILES
0767905288,"The O'Reilly Factor: The Good, the Bad, and the Completely Ridiculous in American Life",Bill O'Reilly
0140258574,Mouse on the Mile (Green Mile S.),Stephen King
0140369007,Uncovered!,Paul Jennings
0671733419,Women Who Love Too Much,Robin Norwood
0880888393,Dreams Can Come True,Evelyn L. Beilenson
1891279025,Dreambiz.Com,Burke Hedges
0142300608,Fire Bringer,David Clement-Davies
0312952260,"Massacre at Waco, Texas: The Shocking Story of Cult Leader David Koresh and the Branch Davidians (St. Martin's True Crime Library)",Clifford L. Linedecker
037541620X,The Anne Rice Collection: Mayfair Witches : Lasher/the Witching Hour/Taltos,Anne Rice
0399146377,The Last Precinct,Patricia Daniels Cornwell
006001315X,"Monstrous Regiment (Pratchett, Terry)",Terry Pratchett
006080615X,"Walden Or, Life in the Woods and the Duty of Civil Disobedience",Henry David Thoreau
034536161X,Indiana Jones and the Last Crusade,Rob Mac Gregor
0380816032,The Big U,Neal Stephenson
039456541X,Dave Barry Slept Here: A Sort of History of the United States,Dave Barry
0425132153,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Neil Gaiman
0441235840,Firstflight,Chris Claremont
0441451306,Knight Life,Peter David
0451162331,Sourcery (Discworld Novels (Paperback)),Terry Pratchett
0451162412,The Light Fantastic (Discworld Novels (Paperback)),Terry Pratchett
0451450442,Pyramids,Terry Pratchett
0618134700,"The Annotated Hobbit: The Hobbit, Or, There and Back Again",J.R.R. Tolkien
0671013955,"House of Cards (Star Trek New Frontier, No 1)",Peter David
0671019783,New Frontier (Star Trek New Frontier),Peter David
0671020803,"Dark Allies (Star Trek New Frontier, No 8)",Peter David
0671042408,"Being Human (Star Trek New Frontier, No 12)",Peter David
067187876X,Armageddon,Billie Sue Mosiman
0786705337,The Mammoth Book of Comic Fantasy,Michael Ashley
0812539370,The Callahan Chronicals,Spider Robinson
1560766425,"The Cerulean Storm (Prism Pentad, Book 5)",Troy Denning
0380750252,After the Rain,Norma Fox Mazer
044805454X,Alice in Wonderland and Through the Looking Glass,Carroll                      L
0451455029,"Rebellion (StarGate, Book 1)",Bill McCay
0804112118,Death of a Travelling Man,M. C. Beaton
1575663988,Murder Among Us,Jonnie Jacobs
014062077X,Villette (Penguin Popular Classics),Charlotte Bronte
0375432302,The Da Vinci Code (Random House Large Print),DAN BROWN
0399103422,The Godfather,Mario Puzo
0786881046,Pulp Fiction,Quentin Tarantino
8420646016,LA Mortaja,Miguel Delibes
8420646024,Guerra Del Tiempo,Alejo Carpentier
0882706772,How to Make an Atheist Back-Slide,Ray Comfort
0140707131,Tempest (New Penguin Shakespeare),William Shakespeare
0399507906,The Herbal Body Book,Jeanne Rose
0553240633,Right Stuff,Tom Wolfe
0553247778,One Day in the Life of Ivan Denisovich,Alexander Solzhenitsyn
0671540882,Coroner,Thomas T. Noguchi
0879051213,Figures of Speech: Sixty Ways to Turn a Phrase,Arthur Quinn
034545328X,Xanth: The Quest for Magic,Piers Anthony
0670884081,"The Original Adventures of Hank the Cowdog (Hank the Cowdog, 1)",John R. Erickson
0786851473,Artemis Fowl: The Arctic Incident - Book #2 (Artemis Fowl (Mass Market)),Eoin Colfer
0974035319,What Would Dewey Do? An Unshelved Collection,Bill Barnes
1582341028,Bone in the Throat,Anthony Bourdain
0582527465,King Lear (Rei),William Shakespeare
0061032476,Twelve Times Blessed,Jacquelyn Mitchard
0446522791,Everyday Enlightenment: The Twelve Gateways to Personal Growth,Dan Millman
0441005438,Promised Land,Connie Willis
0886771773,Chanur's Homecoming (Chanur),C. J. Cherryh
0743205383,Fay: A Novel,Larry Brown
0151010633,Q,Luther Blissett
0743456807,I Am Madame X : A Novel,Gioia Diliberto
0064402010,The Great Gilly Hopkins,Katherine Paterson
1573920452,Why I Am an Abortion Doctor,Suzanne T. Poppema
0743228626,F'd Companies: Spectacular Dot-Com Flameouts,Philip J. Kaplan
0380726246,Prayers for the Dead : A Peter Decker/Rina Lazarus Novel (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman
0380763990,Farewell to Yarns (Jane Jeffry Mysteries (Paperback)),Jill Churchill
0380777169,Silence of the Hams (Jane Jeffry Mysteries (Paperback)),Jill Churchill
0380792486,Outlaw Mountain: A Joanna Brady Mystery,J.A. Jance
0440120306,DEATH PERFECT MOTHER,ROBERT BARNARD
0671016709,A Darker Shade Of Crimson (Ivy League Mysteries),Pamela Thomas-Graham
0376038519,Western Garden Book,Sunset Editors
0064400972,Betsy-Tacy and Tib (Betsy-Tacy),Maud Hart Lovelace
014011369X,"And the Band Played on: Politics, People, and the AIDS Epidemic",Randy Shilts
0140340343,The Hundred and One Dalmatians,Dodie Smith
0345306171,The Love Letters,Madeleine L'Engle
0345382293,If I'd Killed Him When I Met Him...: An Elizabeth Mac Pherson Novel,Sharyn McCrumb
0380728044,Fifteen (Avon Camelot Books (Paperback)),Beverly Cleary
0380731819,I Who Never Known Men,Jacqueline Harpman
0380793474,Regarding the Fountain (An Avon Camelot Book),Kate Klise
0380897806,White House Autumn,Ellen Emerson White
0385480539,The Burning Man,Phillip Margolin
0394568354,S.,John Updike
0394832922,"Would You Like to Play Hide &amp; Seek in This Book With Lovable, Furry Old Grover?: Featuring Jim Henson's Muppet (A Random House Pictureback)",Jon Stone
0425050017,The Tenth Commandment,Lawrence Sanders
0425070190,Seduction of Peter S,Lawrence Sanders
0425104311,The Tenth Commandment,Lawrence Sanders
0440201845,The Twisted Window (Laurel-Leaf Suspense Fiction),Lois Duncan
0440219019,The Weekend Was Murder (Dell Natural Medicine Library),Joan Lowery Nixon
0446303011,A Few Minutes with Andy Rooney,Andrew A Rooney
0446607738,Toyer,Gardner McKay
0446670014,Total Tattoo Book,Amy Krakow
0446673781,One L : The Turbulent True Story of a First Year at Harvard Law School,Scott Turow
0451166841,"Lisa, Bright and Dark",John Neufeld
0451198670,The Love Letter,Cathleen Schine
0553265997,The Pigman's Legacy,PAUL ZINDEL
0553380370,Six of One,RITA MAE BROWN
0553380400,Bingo,Rita Mae Brown
0609809636,"Justice: Crimes, Trials, and Punishments",Dominick Dunne
0671001957,Pieces,Stephen Chbosky
067166641X,SURRENDER THE PINK : SURRENDER THE PINK,Angela Fisher
0671769324,A CHRISTMAS CAROL A (REISSUE)  CASSETTE,Charles Dickens
067972883X,The Optimist's Daughter,Eudora Welty
0738207713,"Corpse: Nature, Forensics, and the Struggle to Pinpoint Time of Death",Jessica Snyder Sachs
0760740836,Kokology: The Game of Self Discovery,Isamu Saito
0843949880,City Infernal,Edward Lee
0894803123,Ben &amp; Jerry's Homemade Ice Cream &amp; Dessert Book,Ben Cohen
0963960733,Meet the Malones (Beany Malone),Lenora Mattingly Weber
1565117794,Life of Pi,Yann Martel
1576738582,The Facts of Life : And Other Lessons My Father Taught Me,Lisa Whelchel
1853260290,Scarlet Letter (Wordsworth Classics),Nathaniel Hawthorne
193072229X,MoveOn's 50 Ways to Love Your Country: How to Find Your Political Voice and Become a Catalyst for Change,Moveon
006019698X,"The Grrl Genius Guide to Life: A 12 Step Program on How to Become a Grrl Genius, According to Me!",Cathryn Michon
0684847450,MY SISTER FROM THE BLACK LAGOON : A Novel of My Life,Laurie Fox
0374528497,The Metaphysical Club: A Story of Ideas in America,Louis Menand
039592720x,Interpreter of Maladies,Jhumpa Lahiri
0671730568,The Nutcracker Ballet Mystery,Carolyn Keene
0743406885,The Case of the Lost Song (Nancy Drew),Carolyn Keene
0140281908,The Travelling Hornplayer,Barbara Trapido
0679427422,A Tidewater Morning: Three Tales from Youth,William Styron
0684808323,CASINO,Nicholas Pileggi
0312850565,"Xenocide (The Enders Series, Volume 3)",Orson Scott Card
1573182036,L. Ron Hubbard Presents Writers of the Future Vol. 16,L. Ron Hubbard
0140099891,Ozone,Paul Theroux
0451527046,Treasure Island (Signet Classic),Robert Louis Stevenson
0553213415,Madame Bovary (Bantam Classics),Gustave Flaubert
1581342195,You Are Special,Max Lucado
0061052280,David Copperfield's Tales of the Impossible,David Copperfield
0345440641,Dave Barry Is Not Making This Up,Dave Barry
0452278244,Playing the Bones,Louise Redd
0140434232,Complete Short Fiction (Penguin Classics Series),Oscar Wilde
2070329135,Existentialisme Est Un Humanisme,Jean Paul Sartre
229030185X,Les Jolies Choses,Virginie Despentes
2290311898,"Plaisir d'offrir, joie de recevoir",Anna Rozen
8408011200,El Hermano Pequeno (Serie Carvalho),Manuel Vazquez Montalban
8433920057,Factotum,Charles Bukowski
847727164X,Guadalajara (MÃ­nima de butxaca),Quim MonzÃ³
0609802011,Dogs Never Lie About Love : Reflections on the Emotional World of Dogs,JEFFREY MOUSSAIEFF MASSON
345313656X,Irgendwo in Deutschland.,Stefanie Zweig
0441009441,Deryni Tales,Katherine Kurtz
0862032393,The Silent Shore,Ruth Elwin Harris
006008460X,Cheaper by the Dozen (Perennial Classics),Frank B. Gilbreth
0375705244,Founding Brothers: The Revolutionary Generation,JOSEPH J. ELLIS
0380978563,Home for the Holidays,Johanna Lindsey
0439076668,"Marie Antoinette: Princess of Versailles, Austria-France, 1769 (The Royal Diaries)",Kathryn Lasky
0689814763,Stalker (danger.com),Jordan Cray
0140196013,The Alphabet Versus the Goddess: The Conflict Between Word and Image,Leonard Shlain
0140196161,"The Pagan Book of Halloween: A Complete Guide to the Magic, Incantations, Recipes, Spells, and Lore",Gerina Dunwich
0312872542,Dark Sister,Graham Joyce
0316604917,How to Be Your Dog's Best Friend : A Training Manual for Dog Owners,New Skete Monks
0374373620,A Swiftly Tilting Planet,Madeleine L'Engle
0375750525,The Vagina Monologues,Eve Ensler
0517542021,The Clan of the Cave Bear (Earth's Children),Jean M. Auel
0525939695,Ballad of Frankie Silver,Sharyn McCrumb
081120765X,A Streetcar Named Desire,Tennessee Williams
0821223542,Star Cats: A Feline Zodiac,Lesley Anne Ivory
0061003697,Death on the Nile,Agatha Christie
0345441788,The Forest,EDWARD RUTHERFURD
0373030819,"Consolation Prize (Harlequin Romance, No 3081)",Catherine George
0425089037,The Thirteen Problems (The Tuesday Club Murders),Agatha Christie
0425098559,Why Didn't They Ask Evans?,Agatha Christie
044155282X,M.Y.T.H. Inc. in Action,Robert L. Asprin
0446353337,The Deeds of the Disturber,Elizabeth Peters
0671537830,"The Murdered Sun (Star Trek Voyager, No 6)",Christie Golden
0671542133,DESTINATION UNKNWN,Agatha Christie
067181740X,CAT OUTER SPACE,Ted Key
0743457471,A Lady Never Trifles with Thieves,Suzann Ledbetter
077832057X,Fourth Victim (Mira),Jan Coffey
1843532751,The Rough Guide to the Lord of the Rings (Rough Guides Reference Titles),Paul Simpson
0141301201,Rosa Parks: My Story,Rosa Parks
0312928831,The Choice,Barry Reed
0805054537,This Side of Brightness,Colum McCann
006101141X,Homeplace,Anne Rivers Siddons
0505523248,"An Original Sin (Wink &amp; a Kiss, 3)",Nina Bangs
0743400380,Oz: Into the Wild,Christopher Golden
0140100180,The Basketball Diaries,Jim Carroll
0140441476,Fathers and Sons (Penguin Classics),Ivan Sergeevich Turgenev
0226458083,The Structure of Scientific Revolutions,Kuhn
0440102901,Armageddon,Leon Uris
0441007406,Dog Eat Dog,Jerry Jay Carroll
0553585843,Fountain of Secrets (Get Connected Romances),Josie Litton
0141182679,On the Road (Penguin Modern Classics),Jack Kerouac
0141185066,The Grapes of Wrath (Penguin Modern Classics),John Steinbeck
0156787326,Room of One's Own,Virginia Woolf
0394723929,The woman warrior: Memoirs of a girlhood among ghosts,Maxine Hong Kingston
0674766911,The Return of Martin Guerre,Natalie Davis
1841954225,Timoleon Vieta Come Home: A Sentimental Journey,Dan Rhodes
0425098400,Celestial Navigation,Anne Tyler
0553280406,The Walking Drum,LOUIS L'AMOUR
0590029738,"Dreams in the Golden Country: The Diary of Zipporah Feldman, a Jewish Immigrant Girl, New York City, 1903 (Dear America)",Kathryn Lasky
0590435132,"Claudia and the Phantom Phone Calls (Baby-Sitters Club, 2)",Ann Matthews Martin
059050391X,"Everything Changes (Baby-Sitters Club Friends Forever Super Special, 1)",Ann M. Martin
0590568868,"Vampire Breath (Goosebumps, No 49)",R. L. Stine
0590630938,The Dragonslayers Apprentice (Point Fantasy),David Calder
067102308X,"CHEERLEADERS: FEAR STREET COLLECTOR'S EDITION 12 : (THE FIRST EVIL/THE SECOND EVIL/THE THIRD EVIL) (Fear Street , No 12)",R.L. Stine
0671529439,The ATTACK OF THE AQUA APES (GHOSTS OF FEAR STREET 3) : THE ATTACK OF THE AQUA APES (GHOSTS OF FEAR STREET),R.L. Stine
0893759910,The Wonderful Wizard of Oz,Grace Frank Baum
1559029897,Aerie Tik Tok of Oz: Defiant-Cn16dp,Baum
1567313051,Why You Say It,Webb Garrison
1569871213,Black Beauty (Illustrated Classics),Anna Sewell
0307121259,I Am a Bunny (Golden Sturdy Book),O. Risom
0671640496,Strangers From The Sky (Star Trek),Margeret Wander Bonanno
1857230302,State of the Art,Ian Banks
1857231791,Against a Dark Background,BANKS
0743406222,Grift Sense (Tony Valentine Novels),James Swain
156025405X,Perpetual War for Perpetual Peace,Gore Vidal
0061030147,"Cybill Disobedience: How I Survived Beauty Pageants, Elvis, Sex, Bruce Willis, Lies, Marriage, Motherhood, Hollywood, and the Irrepressible Urge to Say What I Think",Cybill Shepherd
0060184817,The Discovery of Chocolate,James Runcie
0140262776,Criminals,Margot Livesey
1558611584,The Yellow Wallpaper,Charlotte Perkins Gilman
0312157029,The Year's Best Science Fiction: Fourteenth Annual Collection (Cloth),Gardner Dozois
0060975903,The Golden Notebook,Doris May Lessing
0140088911,Money,Martin Amis
0553272934,Hunger of Memory : The Education of Richard Rodriguez,Richard Rodriguez
0062516590,"The Legacy of Luna: The Story of a Tree, a Woman and the Struggle to Save the Redwoods",Julia Hill
0380564998,Jacob Have I Loved,Katherine Paterson
0394711262,Nisa: The Life and Words of a !Kung Woman,Majorie Shostak
0140298487,The Danish Girl: A Novel,David Ebershoff
0060594330,Cheaper by the Dozen,Frank B. Gilbreth
840804866X,El Origen Perdido/Lost Origin,Matilde Asensi
0812516958,Playgrounds of the Mind,Larry Niven
0425120031,"The Skin Trade (Night Visions, 5)",Stephen King
0843950900,The House on Orchid Street,T. M. Wright
0843952407,The Doorkeepers,Graham Masterton
8423918017,"Luces De Bohemia (Nueva Austral, No 1)",Ramon Del Valle-Inclan
0440217261,California Gothic,Dennis Etchison
0553560271,Shadows,John Saul
067188090X,NEAR DEATH : NEAR DEATH,Nancy Kilpatrick
0380973642,Smoke &amp; Mirrors: Short Fictions and Illusions,Neil Gaiman
0312981554,A Month At The Shore,Antoinette Stockenberg
0802837980,The Druids,Peter Berresford Ellis
1561840017,"Sex, Drugs &amp; Magick",Robert A. Wilson
349922271X,Illuminatus 01. Das Auge in der Pyramide.,Robert Shea
0061054275,Eternity Road,Jack McDevitt
0060008725,Tishomingo Blues: A Novel,Elmore Leonard
1853262323,Hard Times (Wordsworth Collection),Charles Dickens
0440043182,Illusions: The adventures of a reluctant Messiah,Richard Bach
0060004703,Engaged to Die : A Death on Demand Mystery (Death on Demand Mystery's),Carolyn Hart
0345440080,Seven Dials,ANNE PERRY
0425185257,"Reservations for Murder (Myers, Tim. Lighthouse Inn Mystery.)",Tim Myers
0440217652,The Blue Corn Murders: A Eugenia Potter Mystery (Eugenia Potter Mysteries),Nancy Pickard
0062515675,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams &amp; Reaching Your Destiny,Robin Sharma
0449214923,Think and Grow Rich,Napoleon Hill
